Id del anuncio;Tipo de inmueble;Dirección;Precio;Habitaciones;Baños;Barrio;Ascensor (Sí/No);Parking (Sí/No)
100660760;Piso;calle Convento San Francisco;595000;6;3;Sant Francesc;Sí;Sí
98103179;Piso;calle Vilaragut;990000;3;3;Sant Francesc;Sí;No
103461867;Piso;calle d'En Sanç, 5;650000;4;3;Sant Francesc;Sí;No
106686000;Piso;calle d'En Sanç, 4;699000;4;2;Sant Francesc;Sí;No
102767713;Piso;calle del Cronista Carreres;890000;5;3;La Xerea;Sí;Sí
105528563;Piso;calle de Sant Miquel;415000;2;1;El Carme;Sí;Sí
98274930;Piso;moro zeit;425000;5;2;El Mercat;Sí;No
106101226;Piso;calle de Pascual i Genís;481850;3;1;Sant Francesc;Sí;No
101002363;Piso;avenida del Marqués de Sotelo;650000;5;2;Sant Francesc;Sí;No
104154420;Piso;calle de Correus;1300000;8;3;Sant Francesc;Sí;No
103625806;Ático;Barrio El Mercat;385000;3;2;El Mercat;Sí;No
103111477;Piso;Barrio Sant Francesc;1350000;5;4;Sant Francesc;Sí;No
105692796;Piso;calle de Salvà;500000;4;4;Sant Francesc;Sí;No
102172505;Piso;calle del Comte de Montornés;700000;4;2;La Xerea;No;No
106613798;Piso;Barrio Sant Francesc;795000;6;3;Sant Francesc;No;No
103259850;Ático;Barrio La Xerea;4700000;6;8;La Xerea;Sí;Sí
101110035;Estudio;Barrio El Carme;175000;0;1;El Carme;No;Sí
104473568;Piso;Barrio El Mercat;525000;3;2;El Mercat;Sí;No
106018302;Piso;Barrio Sant Francesc;895000;5;3;Sant Francesc;Sí;No
105013620;Piso;Barrio El Mercat;650000;5;3;El Mercat;Sí;No
104382885;Ático;Barrio La Xerea;780000;3;2;La Xerea;Sí;Sí
105254148;Ático;Barrio La Seu;1800000;4;3;La Seu;Sí;Sí
104327750;Ático;Barrio El Mercat;850000;3;3;El Mercat;Sí;No
105940464;Piso;Barrio La Seu;1225000;3;3;La Seu;No;No
104840059;Piso;Barrio Sant Francesc;1200000;3;3;Sant Francesc;Sí;Sí
104613443;Piso;Barrio Sant Francesc;700000;6;3;Sant Francesc;Sí;Sí
103994657;Piso;Barrio Sant Francesc;885000;4;3;Sant Francesc;Sí;Sí
99821816;Ático;Barrio El Mercat;650000;3;3;El Mercat;Sí;Sí
105078911;Piso;Barrio La Seu;325000;3;1;La Seu;No;No
104327802;Piso;Barrio El Mercat;590000;3;3;El Mercat;Sí;No
105182107;Piso;Barrio La Seu;650000;3;2;La Seu;No;No
104327789;Piso;Barrio El Mercat;580000;2;2;El Mercat;Sí;No
102838867;Piso;Barrio El Carme;411000;1;0;El Carme;Sí;No
104371708;Ático;Barrio El Mercat;820000;3;3;El Mercat;Sí;No
102838958;Piso;Barrio El Carme;728000;2;0;El Carme;Sí;No
102838777;Piso;Barrio El Carme;307000;1;0;El Carme;Sí;No
94818116;Piso;paseo de Russafa;580000;4;3;Sant Francesc;Sí;No
106637228;Piso;calle de Alejandra Soler, 2;315000;2;2;El Carme;Sí;No
104942831;Piso;calle de Colón;890000;4;3;Sant Francesc;Sí;No
94819434;Piso;Barrio Sant Francesc;520000;4;2;Sant Francesc;Sí;No
102648820;Piso;Barrio La Xerea;812000;3;2;La Xerea;Sí;No
89954512;Piso;plaza de la Porta de la Mar;1200000;4;3;La Xerea;Sí;No
100318232;Ático;Barrio Sant Francesc;1400000;3;4;Sant Francesc;Sí;Sí
104852664;Piso;calle de la Pau;650000;4;2;La Xerea;Sí;No
94034912;Piso;Barrio Sant Francesc;900000;2;1;Sant Francesc;Sí;No
106590558;Piso;Barrio La Seu;735000;3;2;La Seu;Sí;No
105939470;Piso;calle d'En Sanç, 4;699000;4;2;Sant Francesc;Sí;No
106570062;Piso;Barrio El Mercat;305000;3;1;El Mercat;No;No
103611181;Estudio;calle Baja, 19;237500;0;1;El Carme;Sí;No
103611179;Piso;calle Baja, 19;255000;1;1;El Carme;Sí;No
103611219;Estudio;calle Baja, 19;230000;0;1;El Carme;Sí;No
106299466;Piso;calle del Pintor Zariñena;315000;4;2;El Carme;Sí;Sí
106622186;Piso;calle de la Blanqueria;610000;3;2;El Carme;Sí;Sí
95355297;Piso;Barrio El Mercat;695000;5;2;El Mercat;Sí;No
101106372;Piso;Barrio Sant Francesc;2300000;3;4;Sant Francesc;Sí;Sí
102801151;Piso;calle del Gravador Selma;429000;4;2;Sant Francesc;Sí;No
106588564;Piso;calle dels Cavallers;260000;2;1;La Seu;No;No
106350609;Piso;calle de Guillem de Castro;625000;4;3;El Pilar;Sí;Sí
106261423;Piso;calle de Colón;1400000;5;6;Sant Francesc;Sí;Sí
106290533;Piso;calle de Correus;1300000;8;6;Sant Francesc;Sí;No
106064893;Estudio;calle del Mar;229000;0;1;La Xerea;Sí;No
100970437;Piso;Barrio Sant Francesc;429000;4;2;Sant Francesc;Sí;No
106653228;Piso;calle del Tossalet;230000;1;1;La Seu;No;No
105969089;Piso;Barrio El Carme;380000;2;2;El Carme;No;No
100808388;Piso;Barrio La Xerea;900000;4;3;La Xerea;Sí;No
105651783;Piso;calle d'en Plom;415000;3;3;El Pilar;Sí;No
106278548;Piso;Passatge de Ripalda;510000;3;2;Sant Francesc;Sí;No
106161412;Piso;calle del Mestre Clavé;350000;2;2;El Mercat;Sí;No
106589972;Piso;calle de Guillem de Castro;480000;4;3;El Pilar;Sí;No
106589972;Piso;calle de Guillem de Castro;480000;4;3;El Pilar;Sí;No
103352436;Piso;calle Torn de L’Hospital, 45;299000;1;1;El Pilar;Sí;No
105537541;Piso;calle de Ripalda, 11;225000;2;2;El Carme;No;Sí
103321624;Piso;PJ RIPALDA, 12;2300000;3;4;Sant Francesc;Sí;Sí
105975444;Piso;corona, 18;399000;2;2;La Seu;Sí;Sí
106497916;Piso;calle de na Jordana;480000;3;2;El Carme;Sí;No
106291232;Duplex;calle Torn de L’Hospital, 45;310000;1;2;El Pilar;Sí;No
99037013;Piso;calle del Portal de Valldigna, 18;129000;1;1;El Carme;No;No
105244843;Piso;calle CORREOS, 10;1300000;5;3;Sant Francesc;Sí;No
102996839;Piso;calle dels Ballesters;2000000;6;3;Sant Francesc;Sí;No
101547764;Piso;Lauria;710000;2;2;Sant Francesc;Sí;No
106131892;Piso;calle de Salvador Giner;380000;5;2;El Carme;Sí;No
106643701;Piso;calle del Gravador Selma;430000;4;4;Sant Francesc;Sí;No
97949212;Piso;calle de María Cristina;650000;6;2;El Mercat;Sí;No
39119063;Ático;MORATIN;980000;3;2;Sant Francesc;Sí;No
105433335;Piso;plaza del Col·legi del Patriarca;450000;3;2;La Xerea;Sí;No
106398980;Piso;Barrio La Xerea;2500000;4;3;La Xerea;Sí;Sí
106665152;Piso;calle d'Escolano s/n;400000;1;1;Sant Francesc;Sí;No
105447041;Piso;Barrio El Pilar;260000;2;1;El Pilar;Sí;No
106233988;Piso;calle de la Carda;258000;1;1;El Mercat;Sí;No
106622299;Piso;calle de Guillem Sorolla;390000;3;2;El Pilar;Sí;Sí
106463773;Piso;Barrio La Xerea;495000;6;2;La Xerea;Sí;No
106475040;Piso;calle dels Serrans;490000;2;1;El Carme;Sí;No
106649660;Piso;calle de Sant Vicent Màrtir, 50;200000;2;1;Sant Francesc;No;No
102480273;Piso;calle del Pintor López;600000;4;2;La Seu;Sí;Sí
94072334;Piso;calle Poeta Querol;980000;3;2;Sant Francesc;Sí;No
106597605;Duplex;calle de Pascual i Genís;720000;2;2;Sant Francesc;Sí;No
105133301;Piso;calle del Museu de la Seda s/n;398000;2;2;Sant Francesc;Sí;No
103978643;Piso;de la pau;520000;4;2;La Xerea;Sí;No
106597364;Piso;calle de Pascual i Genís;775000;5;4;Sant Francesc;Sí;No
93266704;Piso;calle Poeta Querol;1000000;6;3;Sant Francesc;Sí;Sí
106590834;Piso;calle de Palomino;270000;1;1;El Carme;Sí;No
106002529;Piso;calle del Poeta Liern;325000;2;2;La Xerea;Sí;No
106134822;Piso;calle del Triador, 9;361900;2;1;El Pilar;Sí;No
102001534;Piso;avenida del Oeste;865000;3;2;El Mercat;Sí;No
105049805;Piso;calle de Sant Vicent Màrtir, 82;1095000;4;3;Sant Francesc;Sí;No
97850186;Piso;calle de Pascual i Genís;650000;9;5;Sant Francesc;Sí;No
104566346;Piso;calle de les Comèdies;730000;5;2;La Xerea;Sí;No
105980597;Ático;calle de Sant Vicent Màrtir;395000;1;1;Sant Francesc;Sí;Sí
105473748;Piso;Blames, 21;290000;2;2;El Pilar;Sí;No
105980597;Ático;calle de Sant Vicent Màrtir;395000;1;1;Sant Francesc;Sí;Sí
106001792;Piso;calle de Sant Vicent Màrtir;1050000;3;3;Sant Francesc;Sí;No
104716552;Piso;calle de l'Herba;260000;1;1;La Seu;Sí;No
92116403;Estudio;Barrio Sant Francesc;400000;0;1;Sant Francesc;Sí;Sí
106660588;Piso;calle del Rei en Jaume, 8;485000;2;2;El Mercat;Sí;No
105360419;Piso;plaza de la Porta de la Mar, 6;870000;6;3;La Xerea;Sí;No
105913071;Piso;Barrio El Carme;550000;3;3;El Carme;No;No
106311053;Piso;calle del Bisbe en Jeroni;320000;3;1;El Carme;Sí;No
101002387;Piso;avenida del Marqués de Sotelo;650000;5;2;Sant Francesc;Sí;No
104893886;Piso;calle de Cerdà de Tallada, 2;900000;4;3;Sant Francesc;Sí;Sí
106597522;Piso;calle del Peu de la Creu;384500;2;1;El Mercat;No;No
105310053;Piso;calle de Colón, 35;1550000;8;3;Sant Francesc;Sí;Sí
106647106;Duplex;calle de Quart;300000;2;1;El Pilar;No;No
82941694;Estudio;Barrio El Carme;230000;0;1;El Carme;No;No
105335929;Piso;calle de la Beneficència;235000;2;1;El Carme;Sí;No
102487808;Piso;Barrio Sant Francesc;624900;3;2;Sant Francesc;Sí;No
106172119;Duplex;calle dels Borges;1350000;3;4;El Carme;Sí;Sí
106021320;Piso;calle de na Jordana;730000;3;2;El Carme;Sí;No
106531579;Piso;Barrio Sant Francesc;869000;4;2;Sant Francesc;Sí;Sí
105080886;Piso;calle del Gravador Selma;430000;4;2;Sant Francesc;Sí;No
101565719;Piso;plaza de los Pinazo;1719000;6;4;Sant Francesc;Sí;Sí
101434842;Piso;Barrio Sant Francesc;1719000;6;4;Sant Francesc;Sí;Sí
106531635;Piso;Barrio Sant Francesc;850000;3;2;Sant Francesc;Sí;Sí
106552709;Piso;calle de Balmes;290000;2;2;El Pilar;Sí;No
106597281;Duplex;Barrio Sant Francesc;750000;4;3;Sant Francesc;Sí;No
100260744;Ático;Barrio La Xerea;1780000;4;3;La Xerea;Sí;Sí
106622407;Piso;Barrio Sant Francesc;980000;3;2;Sant Francesc;Sí;No
105946622;Piso;Barrio Sant Francesc;685000;5;2;Sant Francesc;Sí;No
106665281;Piso;Barrio El Pilar;290000;2;2;El Pilar;Sí;No
104785303;Piso;calle de la Llanterna, 33;545000;6;2;El Mercat;Sí;No
97443147;Piso;Colon;1300000;6;2;Sant Francesc;Sí;Sí
106652977;Piso;Barrio Sant Francesc;699000;4;2;Sant Francesc;Sí;No
101002629;Piso;avenida del Marqués de Sotelo;1200000;10;4;Sant Francesc;Sí;No
105151055;Chalet;calle del Governador Vell;2150000;14;8;La Xerea;No;No
106597521;Piso;plaza de Sant Agustí;536900;5;2;Sant Francesc;Sí;Sí
99555169;Piso;calle Pintor Zariñena;585000;4;3;El Carme;Sí;Sí
104867876;Ático;Barrio Sant Francesc;900000;2;2;Sant Francesc;Sí;No
103938780;Estudio;calle Calatrava, 23;180000;0;1;La Seu;No;No
102429443;Piso;calle de les Avellanes, 9;645000;3;2;La Seu;Sí;No
105717165;Piso;plaza de Joan de Vila-rasa, 14;775000;7;3;El Mercat;Sí;Sí
105717165;Piso;plaza de Joan de Vila-rasa, 14;775000;7;3;El Mercat;Sí;Sí
99297102;Piso;calle Marqués de Dos Aguas;710000;5;2;Sant Francesc;Sí;No
104688606;Piso;calle de l'Herba;260000;1;1;La Seu;Sí;No
106638316;Piso;Passatge de Ripalda;510000;4;2;Sant Francesc;Sí;No
100660771;Piso;Barrio La Seu;450000;2;3;La Seu;No;No
105360560;Piso;Barrio La Xerea;812000;3;2;La Xerea;Sí;No
97880539;Piso;Barrio Sant Francesc;650000;6;3;Sant Francesc;Sí;No
105130906;Duplex;Barrio El Mercat;650000;2;2;El Mercat;Sí;Sí
106584130;Estudio;Barrio El Mercat;180000;0;1;El Mercat;No;No
102094195;Piso;calle de Liria, 6;720000;4;4;El Carme;Sí;No
105713733;Piso;Barrio Sant Francesc;1150000;4;3;Sant Francesc;Sí;Sí
106513361;Piso;calle del Baró de Petrés;420000;3;2;La Xerea;Sí;No
106535161;Piso;calle del Hospital;240000;1;1;El Pilar;Sí;No
106622181;Piso;Barrio El Carme;215000;4;0;El Carme;No;No
106535242;Piso;calle de l'Arquebisbe Mayoral;210000;1;1;Sant Francesc;Sí;Sí
98113252;Piso;calle del Cronista Carreres;900000;4;3;La Xerea;Sí;No
101940682;Duplex;Barrio Sant Francesc;1495000;5;3;Sant Francesc;Sí;No
106252207;Piso;calle de la Corona, 28;245000;3;2;El Carme;No;No
106076310;Piso;calle de Guillem Sorolla;270000;2;1;El Pilar;Sí;Sí
106653383;Piso;calle del Mar;455000;3;1;La Xerea;Sí;No
106040708;Piso;calle del Triador;310000;2;2;El Pilar;Sí;No
106292208;Piso;Barrio Sant Francesc;510000;3;2;Sant Francesc;Sí;No
105413095;Piso;calle de Salvador Giner;587000;2;2;El Carme;Sí;Sí
104254839;Ático;Barrio Sant Francesc;885000;4;3;Sant Francesc;Sí;Sí
104932228;Piso;calle dels Trinitaris;350000;2;1;La Xerea;No;No
99941496;Piso;avenida de María Cristina;650000;6;4;El Mercat;Sí;No
105992732;Piso;calle del Poeta Querol, 8;890000;5;3;Sant Francesc;Sí;No
105666855;Piso;de la Creu Nova s/n;380000;2;2;La Xerea;No;No
104073591;Piso;Av. 'Oest;495000;9;2;El Mercat;No;No
101973697;Piso;calle de Baldoví;570000;4;2;Sant Francesc;Sí;Sí
104579105;Piso;calle de Correus;1300000;8;3;Sant Francesc;Sí;No
105398768;Piso;calle del Poeta Querol;900000;4;2;La Xerea;Sí;No
106290715;Piso;calle de les Avellanes;644800;3;2;La Seu;Sí;No
106371604;Piso;Barrio El Mercat;180000;1;1;El Mercat;No;No
105949982;Piso;calle del Poeta Querol;890000;5;3;Sant Francesc;Sí;Sí
26904343;Piso;calle Navellos;675000;4;3;La Seu;Sí;No
106483722;Duplex;Barrio El Pilar;650000;3;3;El Pilar;Sí;No
104768312;Piso;Barrio El Mercat;355000;3;2;El Mercat;Sí;No
105515339;Piso;calle del Hospital;240000;1;1;El Pilar;Sí;No
83924775;Ático;Barrio La Xerea;900000;0;0;La Xerea;Sí;No
83924775;Ático;Barrio La Xerea;900000;0;0;La Xerea;Sí;No
105515339;Piso;calle del Hospital;240000;1;1;El Pilar;Sí;No
104597236;Piso;calle del Rei en Jaume, 8;485000;2;2;El Mercat;Sí;No
101937551;Piso;Barrio Sant Francesc;600000;5;2;Sant Francesc;Sí;Sí
105166531;Piso;calle del Gravador Selma;429000;5;2;Sant Francesc;Sí;No
106248167;Piso;Passatge de Ripalda, 12;510000;3;2;Sant Francesc;Sí;No
99921551;Piso;calle de Pascual y Genís;1200000;4;4;Sant Francesc;Sí;Sí
104230313;Piso;avenida del Marqués de Sotelo;1300000;3;2;Sant Francesc;Sí;No
106416284;Piso;Passatge de Ripalda;510000;3;2;Sant Francesc;Sí;No
105729028;Piso;Barrio El Mercat;400000;1;2;El Mercat;Sí;No
102792230;Piso;plaza de la Virgen;1100000;3;3;La Seu;Sí;No
105942844;Piso;calle de Roger de Llòria;1000000;3;3;Sant Francesc;Sí;No
104072991;Piso;Barrio Sant Francesc;430000;4;2;Sant Francesc;Sí;No
35777285;Piso;calle del Triador, 22;278500;3;2;El Pilar;No;No
106520855;Piso;calle de Colón, 43;1150000;4;3;Sant Francesc;Sí;Sí
106356581;Piso;Barrio El Mercat;384500;2;1;El Mercat;No;No
105399259;Piso;Barrio El Pilar;309000;2;2;El Pilar;No;No
104285734;Piso;calle de Correus;1300000;6;4;Sant Francesc;Sí;No
104617762;Duplex;calle de Pascual i Genís;720000;2;3;Sant Francesc;Sí;No
106424066;Piso;Barrio La Seu;1500000;4;3;La Seu;No;No
106026702;Piso;plaza del Mercat;315000;4;2;El Mercat;Sí;No
106337046;Piso;Barrio Sant Francesc;695000;4;2;Sant Francesc;Sí;No
104964965;Piso;Barrio Sant Francesc;750000;3;2;Sant Francesc;Sí;No
106570914;Piso;Barrio El Carme;330000;3;1;El Carme;No;No
106597361;Estudio;calle de Don Juan de Austria;288000;0;1;Sant Francesc;Sí;Sí
105982798;Piso;calle de l'Editor Manuel Aguilar, 27;310000;2;2;El Pilar;Sí;No
101498338;Piso;calle de Balmes, 21;290000;2;2;El Pilar;Sí;No
91073102;Piso;Barrio Sant Francesc;650000;9;5;Sant Francesc;Sí;No
104641796;Ático;calle de Guillermo Sorolla, 7;210000;1;1;El Pilar;No;No
96927077;Piso;Barrio El Mercat;650000;3;2;El Mercat;Sí;No
106526967;Piso;Barrio El Pilar;310000;2;2;El Pilar;No;No
96643276;Duplex;Barrio El Carme;1350000;3;4;El Carme;Sí;Sí
106281719;Piso;calle de l'Àngel Custodi;169500;1;1;El Carme;No;No
94497848;Ático;Barrio Sant Francesc;980000;3;2;Sant Francesc;Sí;Sí
106571644;Piso;calle del Mar;455000;3;1;La Xerea;Sí;No
105442379;Piso;Barrio Sant Francesc;580000;4;2;Sant Francesc;Sí;Sí
106323840;Piso;calle del General Palanca;780000;6;2;La Xerea;Sí;No
105736506;Duplex;calle dels Cabillers;385000;2;2;La Seu;Sí;No
91072947;Piso;Barrio Sant Francesc;700000;5;3;Sant Francesc;Sí;Sí
106469892;Piso;calle d'En Sanç, 1 a;440000;5;2;Sant Francesc;Sí;No
96801777;Piso;calle del Gobernador Viejo;380000;5;2;La Xerea;Sí;Sí
106420637;Piso;Barrio La Seu;920000;3;2;La Seu;Sí;No
104951633;Piso;calle de Sant Antoni;330000;2;2;El Mercat;No;No
106220999;Piso;Barrio El Carme;650000;3;2;El Carme;Sí;No
106163818;Piso;calle del Pintor Zariñena;360000;4;2;El Carme;Sí;Sí
104467372;Piso;Barrio Sant Francesc;670000;4;3;Sant Francesc;Sí;Sí
106142637;Piso;calle de les Garrigues;450000;4;1;Sant Francesc;Sí;No
106329852;Piso;Barrio El Mercat;330000;2;2;El Mercat;Sí;No
105122721;Piso;calle de Ripalda;370000;3;1;El Carme;No;No
106284290;Piso;calle de Guillem de Castro;690000;5;3;El Pilar;Sí;No
105527692;Ático;plaza de l'Ajuntament s/n;1600000;12;12;Sant Francesc;Sí;No
106563885;Piso;calle de Guillem Sorolla;265000;2;1;El Pilar;Sí;No
100058485;Piso;Barrio El Mercat;640000;1;0;El Mercat;Sí;No
106168561;Piso;Barrio El Pilar;650000;4;3;El Pilar;Sí;Sí
92932305;Piso;Barrio Sant Francesc;690000;3;2;Sant Francesc;Sí;No
91073222;Piso;Barrio Sant Francesc;750000;6;2;Sant Francesc;Sí;No
39029679;Ático;plaza de Pilar, 7;650000;2;2;El Pilar;Sí;Sí
102363651;Piso;calle de Baldoví, 1;595000;4;2;Sant Francesc;Sí;Sí
106095928;Piso;Barrio El Pilar;180000;1;1;El Pilar;No;No
106273593;Ático;Barrio El Carme;289000;2;1;El Carme;No;No
105761580;Piso;Barrio La Seu;320000;2;1;La Seu;No;No
99093194;Ático;calle del Bisbe en Jeroni, 4;289000;2;1;El Carme;No;No
106097460;Piso;Barrio El Mercat;270000;2;1;El Mercat;No;No
106252679;Piso;Barrio El Mercat;250000;1;1;El Mercat;Sí;No
103068004;Estudio;calle de Don Juan de Austria, 4;280000;0;1;Sant Francesc;Sí;No
103237430;Piso;Barrio Sant Francesc;625000;4;3;Sant Francesc;No;Sí
104696008;Piso;Barrio La Seu;199000;1;1;La Seu;No;No
104626543;Piso;Barrio El Mercat;590000;3;2;El Mercat;Sí;No
106648024;Piso;rio nervion;83600;2;1;La Seu;Sí;No
104450572;Piso;Barrio Sant Francesc;525000;5;1;Sant Francesc;Sí;No
104633384;Piso;calle de Colón;550000;3;1;Sant Francesc;No;No
106519530;Piso;Barrio Sant Francesc;550000;5;1;Sant Francesc;Sí;No
103943926;Piso;calle del Gravador Selma, 5;430000;4;2;Sant Francesc;Sí;No
104486964;Piso;plaza dels Pinazos, 5;869000;3;2;Sant Francesc;Sí;No
104487399;Piso;plaza dels Pinazos, 5;850000;3;2;Sant Francesc;Sí;No
103344400;Ático;paseo de l'Albereda;8600000;5;6;Mestalla;Sí;Sí
106637868;Piso;avenida de Blasco Ibáñez;920000;5;3;Exposició;Sí;Sí
103133791;Piso;Barrio Jaume Roig;1300000;4;3;Jaume Roig;Sí;Sí
105034089;Piso;paseo de l'Albereda;1400000;4;3;Exposició;Sí;Sí
102064398;Piso;calle de Cavanilles;795000;5;3;Jaume Roig;Sí;Sí
106024631;Piso;Barrio Ciutat Universitària;380000;3;2;Ciutat Universitària;Sí;No
104712431;Piso;calle de Jaume Roig, 18;915000;5;3;Jaume Roig;Sí;Sí
106235040;Piso;calle d'Alvaro de Bazan;530000;4;2;Jaume Roig;Sí;No
105130309;Piso;calle de Bèlgica;399000;3;2;Mestalla;Sí;No
104883093;Piso;calle d'Alvaro de Bazan;750000;5;3;Jaume Roig;Sí;Sí
103987739;Piso;calle de Amadeo de Saboya;875000;4;3;Exposició;Sí;Sí
105104110;Piso;calle de Cavanilles;675000;4;2;Jaume Roig;Sí;Sí
106676414;Piso;avenida de Blasco Ibáñez;725000;3;2;Exposició;Sí;Sí
105404537;Piso;calle de Jaume Roig;950000;5;3;Jaume Roig;Sí;Sí
105971062;Piso;calle de Menéndez y Pelayo;750000;5;3;Jaume Roig;Sí;Sí
105420525;Piso;Barrio Exposició;920000;4;3;Exposició;Sí;No
103977258;Piso;Barrio Exposició;1900000;6;4;Exposició;Sí;Sí
103365244;Piso;Barrio Ciutat Universitària;229000;1;1;Ciutat Universitària;No;No
106454253;Piso;calle de Menéndez y Pelayo;726000;5;3;Jaume Roig;Sí;Sí
104034599;Piso;paseo de l'Albereda;1400000;4;3;Exposició;Sí;Sí
103365264;Piso;calle del Cronista Almela i Vives;275000;1;1;Ciutat Universitària;No;No
103264219;Piso;plaza de la Legió Espanyola;1700000;5;4;Exposició;Sí;Sí
102624664;Piso;Barrio Exposició;1300000;4;2;Exposició;Sí;No
106454815;Piso;avenida del Primat Reig;560000;4;2;Jaume Roig;Sí;No
106453666;Piso;calle de Jaume Roig;950000;6;3;Jaume Roig;Sí;Sí
106453788;Piso;calle de Jaume Roig;915000;5;3;Jaume Roig;Sí;Sí
106602978;Piso;calle de Jaume Roig;980000;5;3;Jaume Roig;Sí;Sí
106015986;Piso;plaza de la Legió Espanyola;1900000;6;4;Exposició;Sí;Sí
106410351;Piso;Barrio Mestalla;495000;4;2;Mestalla;Sí;Sí
106349103;Chalet;calle de Bernat I Baldoví;2200000;4;3;Jaume Roig;No;Sí
106633705;Ático;calle d'Èol;745000;3;3;Mestalla;Sí;Sí
83373258;Piso;calle Antonio Suárez, Valencia;550000;2;2;Mestalla;Sí;Sí
104214585;Piso;avenida de Blasco Ibáñez, 26;589000;4;2;Exposició;Sí;Sí
104295256;Piso;Barrio Jaume Roig;645000;4;3;Jaume Roig;Sí;Sí
106679239;Piso;Barrio Exposició;1900000;6;4;Exposició;Sí;Sí
106678627;Duplex;calle del Periodista José Ombuen;1200000;5;4;Exposició;Sí;Sí
106664462;Piso;Barrio Ciutat Universitària;585000;5;2;Ciutat Universitària;Sí;No
106633999;Piso;avenida d'Aragó, 38;497000;3;2;Mestalla;Sí;Sí
106615432;Piso;calle de Caravaca;475000;3;2;Mestalla;Sí;Sí
106376740;Piso;Barrio Exposició;1300000;4;2;Exposició;Sí;No
106560938;Piso;paseo de l'Albereda;1200000;3;3;Exposició;Sí;Sí
102045282;Piso;avenida de Blasco Ibáñez;850000;10;2;Exposició;Sí;Sí
106632525;Piso;avenida d'Aragó;497000;3;3;Mestalla;Sí;Sí
106489828;Piso;Barrio Exposició;595000;2;2;Exposició;Sí;No
106465732;Piso;avenida del Primat Reig;490000;5;2;Jaume Roig;Sí;No
106549122;Piso;avenida del Port;380000;4;2;Mestalla;Sí;Sí
105029428;Piso;paseo de l'Albereda;1300000;4;2;Exposició;Sí;No
106202493;Piso;avenida de Blasco Ibáñez;379000;3;1;Exposició;Sí;No
104198361;Piso;paseo de l'Albereda;950000;4;3;Mestalla;Sí;No
104854275;Piso;avenida del Cardenal Benlloch;455000;4;2;Mestalla;Sí;Sí
104102740;Piso;paseo de l'Albereda;1400000;4;4;Exposició;Sí;Sí
106633787;Piso;calle del Doctor Moliner;1500000;3;5;Exposició;Sí;Sí
105093364;Piso;paseo de l'Albereda;1400000;4;4;Mestalla;Sí;Sí
106202494;Piso;avenida de Blasco Ibáñez;379000;3;1;Exposició;Sí;No
106178973;Piso;avenida de Blasco Ibáñez;379000;3;1;Mestalla;Sí;No
106628176;Piso;calle de Menéndez y Pelayo;263500;3;1;Ciutat Universitària;Sí;No
104869909;Piso;Barrio Mestalla;390000;5;2;Mestalla;Sí;No
106551320;Piso;paseo de l'Albereda;1300000;4;2;Exposició;Sí;No
106502918;Ático;Barrio Exposició;990000;5;2;Exposició;Sí;No
106502928;Ático;Barrio Exposició;510000;3;2;Exposició;Sí;No
106611649;Piso;calle de Polo y Peyrolón;575000;3;2;Mestalla;Sí;No
106236062;Piso;calle del Batxiller;499000;3;2;Jaume Roig;Sí;Sí
106560255;Duplex;calle del Periodista José Ombuen;1200000;5;4;Exposició;Sí;Sí
105930959;Piso;avenida de Blasco Ibáñez, 27;380000;3;2;Ciutat Universitària;Sí;No
105132482;Piso;calle de Xile;340000;3;1;Mestalla;Sí;No
106285344;Piso;calle del Mestre Esteban Català, 1;510000;4;3;Jaume Roig;Sí;Sí
99232083;Piso;plaza Legión Española;1700000;5;5;Exposició;Sí;Sí
104443101;Piso;calle d'Alvaro de Bazan;880000;5;3;Jaume Roig;Sí;Sí
103949958;Piso;calle Cronista Almela y Vives;430000;4;2;Ciutat Universitària;Sí;Sí
106674883;Piso;Barrio Mestalla;450000;6;3;Mestalla;Sí;No
106681502;Piso;Barrio Jaume Roig;1010000;6;3;Jaume Roig;Sí;Sí
106597466;Piso;plaza de la Legió Espanyola;1700000;5;4;Exposició;Sí;Sí
106080549;Piso;calle d'Ernest Ferrer;310000;4;2;Mestalla;Sí;Sí
100885871;Piso;avenida de Blasco Ibáñez;850000;10;2;Exposició;Sí;Sí
104906116;Piso;calle del General Gil Dolz;390000;4;2;Mestalla;Sí;No
106639309;Ático;calle del Periodista José Ombuen s/n;1200000;5;4;Exposició;Sí;Sí
106621162;Piso;paseo de l'Albereda;1200000;3;3;Exposició;Sí;Sí
105874574;Piso;calle del Naturalista Arévalo Baca, 3;1000000;5;3;Exposició;Sí;Sí
105908181;Piso;calle de Jaume Roig s/n;726000;4;3;Jaume Roig;Sí;Sí
106543800;Piso;calle de Jaume Roig;915000;5;3;Jaume Roig;Sí;Sí
106622350;Piso;paseo de l'Albereda;1400000;4;4;Exposició;Sí;Sí
106543800;Piso;calle de Jaume Roig;915000;5;3;Jaume Roig;Sí;Sí
105918588;Piso;avenida del Primat Reig;419000;4;2;Jaume Roig;Sí;Sí
103376864;Piso;Barrio Ciutat Universitària;229000;1;1;Ciutat Universitària;Sí;No
103376877;Piso;Barrio Ciutat Universitària;239000;1;1;Ciutat Universitària;Sí;No
103376937;Piso;Barrio Ciutat Universitària;269000;1;1;Ciutat Universitària;Sí;No
106416279;Piso;calle de Jaume Roig;980000;5;3;Jaume Roig;Sí;Sí
